"","Type","MKT","SE.MKT","SE.MKT.indep","Factor","Coef","SE.Coef","SE.Coef.indep","t.MKT","t.MKT.indep","t.Coef","t.Coef.indep","sig","sig.indep"
"19","PE",1.00771751208458,3.11702753079037,2.76702158408503,"IA",0.453813515786958,6.96030730340441,3.64064263069722,0.323294389327725,0.364188525987882,0.144780606395308,0.276796602772185,FALSE,FALSE
"20","PE",1.06611328125,2.96894906719513,2.83513988424229,"MKT",1.06611328125,2.96894906719513,2.83513988424229,0.359087763757832,0.376035513159495,0.359087763757832,0.376035513159495,FALSE,FALSE
"21","PE",0.757080212249313,13.357617866557,6.49290429889353,"EG",0.656615954787915,9.63068744173735,4.45243016193193,0.0566777863996835,0.116601166041879,0.0786112327733001,0.170037526634851,FALSE,FALSE
"22","PE",0.787911087879592,9.24353292011303,4.22912483192085,"ROE",1.31114528743465,0.610341605577247,0.341455166840022,0.0852391715039143,0.186305942528002,1.29093458594291,2.30750963639318,FALSE,FALSE
"23","PE",0.996417509754655,25.9706043878284,21.0686812836832,"ME",0.844647967839237,19.1613414561226,18.4261798244797,0.0383671282683604,0.0472937767835682,0.0520014484391055,0.0540761850392281,FALSE,FALSE
"24","PE",0.566738287817562,23.385335132963,9.88507312042472,"Alpha",0.00355874372158044,0.0609834172567162,0.0328224954420584,0.0242347729718319,0.057332736026662,9.29331797580015,17.2667641562484,FALSE,FALSE
"31","VC",1.05570829987542,3.63210203517992,3.50089295880729,"ME",-1.30931078366746,5.25754783455972,2.48868318799313,0.290660419131954,0.301554007019708,0.200798610511135,0.424203572784506,FALSE,FALSE
"32","VC",1.04597822558101,13.1011318704821,13.8242238824769,"IA",-1.9360119440214,10.8475741621049,8.26720296463614,0.0798387678195716,0.0756627087692681,0.0964250817694382,0.126521416016432,FALSE,FALSE
"33","VC",1.35757483787991,10.3264312518902,5.48278500780825,"ROE",-1.4161945704734,3.94371302043534,2.88348389352192,0.131466021974573,0.247606797630499,0.344237735059649,0.470810619379515,FALSE,FALSE
"34","VC",1.73097509272693,91.1231001189141,37.1921744757401,"Alpha",-0.00579894870243053,0.330167911639192,0.132154115766049,0.018996007493907,0.0465413791241493,5.24271145591684,13.0981550040504,FALSE,FALSE
"35","VC",1.51700077933511,9.50052853005966,4.73807939886978,"EG",-1.11891021739211,6.86173284447222,2.63112625516028,0.159675409061224,0.320172089074103,0.221081294436754,0.576559477660907,FALSE,FALSE
"36","VC",0.70234375,2.27331121410988,2.30654138206876,"MKT",0.70234375,2.27331121410988,2.30654138206876,0.308951869695942,0.304500823380008,0.308951869695942,0.304500823380008,FALSE,FALSE
"13","PD",0.782993789648293,1.01697254922443,1.28560751491286,"EG",0.367873710122454,6.86742838563701,4.50928484799499,0.769926179664756,0.609045747295095,0.114015574051838,0.173640347869451,FALSE,FALSE
"14","PD",0.892681786631874,2.73373603559351,5.27228652473916,"ROE",0.0363662209281756,1.96122624010224,1.35979548064724,0.326542787968213,0.169315871290974,0.455165124950265,0.656482389695083,FALSE,FALSE
"15","PD",0.893359375,0.691301832408041,1.2441549698532,"MKT",0.893359375,0.691301832408041,1.2441549698532,1.2922855590996,0.718045096187181,1.2922855590996,0.718045096187181,FALSE,FALSE
"16","PD",0.7558178529229,1.88945100075637,1.53644902310894,"ME",0.707464353878649,2.97636363349982,1.84505305581843,0.400019821959044,0.491925108841902,0.253940024134133,0.40964559286759,FALSE,FALSE
"17","PD",0.755249500307638,1.91135090376151,1.29834895182372,"IA",0.71723005522793,2.76569449042146,2.62672177862359,0.395139112771662,0.581699934556716,0.273077703601509,0.287525502873544,FALSE,FALSE
"18","PD",0.660601937275791,4.44034734942346,2.32413615716312,"Alpha",0.00201249460703324,0.0871099936185557,0.0384211537763925,0.148772581352575,0.284235471850381,7.58353789082442,17.1937037893352,FALSE,FALSE
"25","RE",0.451171875,1.55463512434361,3.10432882621761,"MKT",0.451171875,1.55463512434361,3.10432882621761,0.290210781896808,0.145336367458765,0.290210781896808,0.145336367458765,FALSE,FALSE
"26","RE",0.579276594666513,12.1493883106882,10.8354375316002,"EG",-0.322544709208415,26.9496794656148,27.2624777009415,0.0476794863949574,0.0534613016758322,0.0214947489600243,0.0212481272253001,FALSE,FALSE
"27","RE",1.69601412442538,21.9971524871621,10.1729408811068,"Alpha",-0.00957989486468537,0.134701848242721,0.0606737148927838,0.0771015305465197,0.166718173657651,12.5908749326833,27.9530292058496,FALSE,FALSE
"28","RE",0.232686619012524,1.88174501878734,1.24335055123538,"ROE",3.82353720096478,3.43469128027993,4.89700987103089,0.12365470172068,0.187144823140448,0.0677460068532156,0.0475160608495037,FALSE,FALSE
"29","RE",0.871351114682756,4.66049320888908,3.85432169032137,"IA",-2.37803848949584,2.19022783000552,0.922759422271853,0.186965429543123,0.226071196099385,0.397835833672408,0.944288504296679,FALSE,FALSE
"30","RE",0.850967620413323,5.10019460352788,3.86767643818839,"ME",-2.0293796764416,3.30047085165487,1.77428556195239,0.166850029570381,0.220020375027006,0.257832187788189,0.479611421442744,FALSE,FALSE
"7","NATRES",0.00295855442236555,2.60775061488231,5.17590679794909,"ME",0.743315840493596,3.9784831246065,4.98863859417191,0.00113452352593888,0.000571601177891737,0.000743638801448522,0.000593058480087523,FALSE,FALSE
"8","NATRES",0.0533203124999992,2.43667607403336,4.76954664142167,"MKT",0.0533203124999992,2.43667607403336,4.76954664142167,0.0218823967076344,0.0111793251033406,0.0218823967076344,0.0111793251033406,FALSE,FALSE
"9","NATRES",0.0441862884501452,2.64885291615462,3.90835560902025,"IA",0.732181761632091,21.0310389707692,33.5292623321006,0.0166812918077351,0.0113055957211687,0.00210100359338211,0.00131784254638497,FALSE,FALSE
"10","NATRES",0.0324926252476862,7.42850158672633,16.3143120767218,"EG",0.0594721290748568,36.2295524053693,80.4732543115664,0.00437404836875123,0.00199166382835403,0.000896854172641413,0.000403769246386946,FALSE,FALSE
"11","NATRES",0.0299696582369498,3.50336717976758,7.85427079511572,"ROE",0.166290529724211,11.6390391070889,30.1914642497754,0.00855452959941757,0.003815714917238,0.00257492546946564,0.000992653353577336,FALSE,FALSE
"12","NATRES",-0.388250720048016,41.2221195196858,27.339500718184,"Alpha",0.00451145369012529,0.627718958861644,0.387826955781362,-0.00941850454493504,-0.014201090358237,-0.618510425034957,-1.00109266326215,FALSE,FALSE
"1","INF",0.550529836118221,6.39923705633618,7.79686107555706,"IA",-0.261492892354727,3.94564822915859,10.5469761013492,0.0860305425899352,0.0706091631982666,0.139528362424651,0.0521978840975847,FALSE,FALSE
"2","INF",0.347117105657147,3.37643427060722,3.44413863766979,"Alpha",0.00185186551031511,0.0481373122204863,0.0471961569786389,0.102805823492226,0.100784881845522,7.21097812996341,7.35477479266486,FALSE,FALSE
"3","INF",0.528926577884703,5.55669434961693,5.46419739458941,"ME",0.19417178039439,3.09301551130332,2.84142826953381,0.0951872722531817,0.0967985853527987,0.171006765388586,0.18614813668039,FALSE,FALSE
"4","INF",0.54296875,5.21190079616754,5.30081787233814,"MKT",0.54296875,5.21190079616754,5.30081787233814,0.104178642540407,0.102431127248011,0.104178642540407,0.102431127248011,FALSE,FALSE
"5","INF",0.448075938317924,5.15811019498008,5.46438536734171,"EG",0.256312475120649,1.81773780910204,1.72650403678173,0.0868682368891606,0.0819993298781382,0.246501963085244,0.259527883382859,FALSE,FALSE
"6","INF",0.519517114089103,6.2079683851988,6.07474853403689,"ROE",0.125276788466726,6.95528610074517,5.43383634267988,0.0836855283167597,0.0855207604361304,0.0746938524978064,0.0956077955474245,FALSE,FALSE
