"";"Date";"type";"idi.return";"factor.return";"MKT";"HML";"SMB";"ESG";"HDY";"LOV";"MOM";"QLT";"RF";"Alpha";"MKTplusRF";"FiveFactorReturn";"total.return";"PE_BO";"Buyout";"BUYOUT"
"6";1998-03-31;"BO";0;0,236994654759353;0,042378862;0,015749899;-0,008734083;0;0,020088019;0,010748724;0,03311036;0,00403695;0,004763129;1;0,158467377917164;0,229004240039039;0,236994654759353;0,0925265855604116;0,0925265855604116;0,0925265855604116
"7";1998-06-30;"BO";0;0,0456932644536794;0,023877768;-0,038245336;-0,005861592;0;-0,019384092;-0,022410479;0,021197783;0,031967786;0,004580555;1;0,0347252250472028;0,0484541087298389;0,0456932644536794;0,0549743977487269;0,0549743977487269;0,0549743977487269
"8";1998-09-30;"BO";-0,0966450081325146;-0,173468602410618;0,017859052;-0,009051801;0,014051775;0;0,00808855;0,012951911;-0,047381648;0,029398609;0,005572958;1;-0,105034783825304;-0,167286539327086;-0,270113610543133;-0,0514423834431325;-0,0514423834431325;-0,0514423834431325
"9";1998-12-31;"BO";0;0,355553191584039;0,049004712;-0,048692904;0,008299698;0;-0,022557558;-0,000646896;0,039927521;0,01596583;0,003908734;1;0,224600423827958;0,345586762758166;0,355553191584039;0,0684389636251728;0,0684389636251728;0,0684389636251728
"10";1999-03-31;"BO";0,0148346251772527;0,0717631116081264;0,041783302;0,009501432;-0,00484548;0;-0,021488678;-0,023242173;-0,007252381;-0,006389823;0,00451551;1;0,0476959513957026;0,0698986523426298;0,0865977367853791;0,0332371576634978;0,0332371576634978;0,0332371576634978
"11";1999-06-30;"BO";0,0312685066126287;0,0837084976762951;0,046781982;-0,028300695;-0,004412032;0;-0,026639275;-0,039622727;0,02966919;0,0067349;0,004766793;1;0,0599276452613797;0,0782668303239605;0,114977004288924;0,0982391511819785;0,0982391511819785;0,0982391511819785
"12";1999-09-30;"BO";0,405924986312127;-0,00425036797716309;-0,00956175;-0,022612562;0,003979662;0;-0,013593018;0,00566895;0,008406388;-0,021821492;0,004463159;1;-0,00210724951735152;0,000672666057837274;0,401674618334963;0,0409610599642354;0,0409610599642354;0,0409610599642354
"13";1999-12-31;"BO";0,000688124503783126;0,285039069248459;0,08106795;-0,070400726;0,000737919;0;-0,052742192;-0,035062667;0,100438647;-0,007952052;0,004389172;1;0,182494312674186;0,300911722803214;0,285727193752242;0,173938541361134;0,149718767;0,173938541361134
"14";2000-03-31;"BO";0,0116433938422715;0,0288644084249591;0,06924319;0,019617231;0,025111862;0;0,009881899;-0,004063511;-0,044246776;0,00258193;0,004828988;1;0,0244296449205153;0,0372389322569358;0,0405078022672307;0,116379224221719;0,051927884;0,116379224221719
"15";2000-06-30;"BO";0,0429416630207398;-0,0421344759203725;0,033810432;-0,051271678;0,004868318;0;-0,04367158;-0,014270658;0,007097668;0,015250538;0,004832607;1;-0,019651610096378;-0,0472532042092133;0,000807187100367292;-0,00780727057229669;0,030476576;-0,00780727057229669
"16";2000-09-30;"BO";0,000744345080624394;-0,0759663448904181;-0,053055093;0,072745077;-0,002698863;0;0,055921201;0,061218713;-0,05203596;-0,011583715;0,005141689;1;-0,0350262387678599;-0,0759830676999124;-0,0752219998097937;-0,00709849268414675;-0,02787702;-0,00709849268414675
"17";2000-12-31;"BO";0;-0,102930896325539;0,016318262;0,068646349;0,021284469;0;0,048223895;0,008862278;-0,006165707;-0,036021477;0,005609383;1;-0,0453851793400065;-0,108920223154641;-0,102930896325539;-0,0505705496422022;-0,046279577;-0,0505705496422022
"18";2001-03-31;"BO";0,021417009387756;-0,199288905912077;-0,065493037;0,02983223;0,023506292;0;0,01876059;0,021284166;0,025836816;0,004948784;0,004844224;1;-0,113621431872043;-0,197319861574598;-0,177871896524321;-0,0612005643067315;-0,077446496;-0,0612005643067315
"19";2001-06-30;"BO";0;0,043888133737391;-0,031189346;0,006542744;0,0342374;0;0,009609677;0,009258135;0,021732308;0,003564249;0,002737332;1;0,0387206602779981;0,0403562794320142;0,043888133737391;0,0221970051710132;0,019818726;0,0221970051710132
"20";2001-09-30;"BO";0;-0,217745964042659;-0,087983741;-0,009756763;-0,04383268;0;0,009425814;0,034950866;0,005736588;0,026899937;0,004216747;1;-0,133199272837223;-0,20517798826675;-0,217745964042659;-0,0666736141016979;-0,059492464;-0,0666736141016979
"21";2001-12-31;"BO";0;0,152928783207769;0,006408361;0,001579797;0,024220137;0;0,017501294;-0,000891636;0,012521316;0,006458398;0,001616941;1;0,0934027498617278;0,135355700067084;0,152928783207769;-0,00971140667919779;-0,022110453;-0,00971140667919779
"22";2002-03-31;"BO";0;-0,00346440401206041;0,044416663;0,042048243;0,032740084;0;0,00879951;-0,012873703;-0,005387344;-0,022024085;0,001328542;1;0,00843307298478126;-0,0055505674114145;-0,00346440401206041;-0,00562474591139162;-0,002825199;-0,00562474591139162
"23";2002-06-30;"BO";0;-0,147183596313799;-0,060469408;-0,005435219;0,007306921;0;0,02160722;0,026077122;0,011864261;0,004215412;0,001514601;1;-0,0852985666938914;-0,137935394974083;-0,147183596313799;-0,00255037436066352;-0,032543719;-0,00255037436066352
"24";2002-09-30;"BO";0;-0,279293178996933;-0,109754827;-0,021380831;0,037369089;0;-0,010317959;0,030943797;0,067343387;0,023407764;0,001682842;1;-0,178908716657122;-0,256174058893741;-0,279293178996933;-0,0442075723108675;-0,03493146;-0,0442075723108675
"25";2002-12-31;"BO";-0,0058316378450416;0,139548506967703;-0,048265042;-0,018720162;0,003142479;0;0,032900611;0,048947712;0,00547964;-0,001333163;0,001190064;1;0,0818812401550582;0,120369571527938;0,133716869122662;0,0137646106885982;-0,004038163;0,0137646106885982
"26";2003-03-31;"BO";0;-0,0723034360666712;-0,002747572;-0,023215182;0,00530903;0;-0,006053735;0,008053106;0,004581301;0,014452308;0,001153104;1;-0,0464500891088531;-0,0657354299205419;-0,0723034360666712;-0,00083981970190361;0,000148904;-0,00083981970190361
"27";2003-06-30;"BO";0;0,275745198643186;0,017678289;0,006800138;0,013760469;0;0,004125504;-0,009669783;-0,008170725;-0,007627565;0,001235288;1;0,176022674337404;0,247953912656664;0,275745198643186;0,0721393274915503;0,064479488;0,0721393274915503
"28";2003-09-30;"BO";0;0,0814586295260024;0,006343254;0,000454561;0,009828037;0;0,003281209;0,017679399;-0,005614075;-0,016768976;0,001011637;1;0,0519174081090936;0,0756137278750757;0,0814586295260024;0,0457738312681901;0,042384199;0,0457738312681901
"29";2003-12-31;"BO";0;0,234071234505282;0,062982074;0,029205933;-0,023364478;0;0,017037699;-0,008922762;-0,039714616;-0,022140346;0,000984927;1;0,146520131163327;0,214697531283491;0,234071234505282;0,108386526004034;0,098953627;0,108386526004034
"30";2004-03-31;"BO";0;0,0354429498748343;-0,006244874;0,00673211;0,034332476;0;-0,007942231;0,020618803;0,034346607;-0,008587428;0,000905251;1;0,0296121592025704;0,0378207564147716;0,0354429498748343;0,0268809166573629;0,09393453;0,0268809166573629
"31";2004-06-30;"BO";0;0,0146367336888479;0,020960725;0,015407873;0,025973306;0;-0,005020607;-0,001016666;0,008528673;-0,004860784;0,000794794;1;0,0126826917126318;0,0130367668110376;0,0146367336888479;0,0424932492673757;-0,002247701;0,0424932492673757
"32";2004-09-30;"BO";-0,0539280856770713;-0,0193532904114846;0,019237467;-0,00168435;0,020014998;0;0,002954266;-0,002728872;0,008905421;-0,012308818;0,001201343;1;-0,00543669859627942;-0,0199085730246959;-0,0732813760885559;0,0311338777375565;0,032809797;0,0311338777375565
"33";2004-12-31;"BO";-0,0313548724782322;0,197075811576731;0,038477482;0,001290203;0,004049748;0;0,000263534;9,81839e-05;-0,01844059;-0,000936976;0,001840621;1;0,125353239333804;0,183839652744023;0,165720939098499;0,164366521198698;0,143405291;0,164366521198698
"34";2005-03-31;"BO";-0,0606588731811553;-0,022742198837287;-0,018997194;0,000120072;-0,001616122;0;-0,00638552;0,008567073;0,003413237;0,009510798;0,002276329;1;-0,00454914238269978;-0,0182021521908616;-0,0834010720184423;0,0092112230752297;0,018818565;0,0092112230752297
"35";2005-06-30;"BO";0;0,00808265788349333;0,009094446;0,008613812;0,025001345;0;0,007344614;0,004973607;0,039620867;-0,000456058;0,002142803;1;0,0130999099764691;0,0125431025498538;0,00808265788349333;0,0757688182214928;0,089870516;0,0757688182214928
"36";2005-09-30;"BO";0;0,116379434261123;0,026262512;0,008519824;0,000180469;0;-0,005630061;-0,008361424;0,026707159;-0,009683654;0,00299362;1;0,079377542881999;0,117338800967061;0,116379434261123;0,0679282097009171;0,071423082;0,0679282097009171
"37";2005-12-31;"BO";0;0,0563883323635718;0,022409745;0,000890088;0,020687177;0;-0,001346897;-0,005141623;0,035925381;-0,01692667;0,003424384;1;0,0408951255375758;0,0571557615875496;0,0563883323635718;0,0912063517924306;0,103538657;0,0912063517924306
"38";2006-03-31;"BO";0,0354193147259365;0,110755541144613;0,02244027;-0,005817729;0,029014441;0;-0,006153642;-0,01127788;0,022981045;-0,000797376;0,00403231;1;0,0776988136976888;0,10442888581278;0,146174855870549;0,0640070594003275;0,040755939;0,0640070594003275
"39";2006-06-30;"BO";0,126155538812354;0,0113156771045951;0,000119127;0,003079547;-0,014861134;0;0,004928873;0,004890865;0,003479492;0,010487862;0,004081335;1;0,00818763565916732;0,00541277610101467;0,137471215916949;0,0782194379293046;0,053102523;0,0782194379293046
"40";2006-09-30;"BO";0,0832135845473746;0,0858952042091095;0,012211899;0,006146302;-0,007632412;0;0,000527686;-0,002301334;-0,009453544;-0,003155772;0,004388026;1;0,0587803978364686;0,0790050784809719;0,169108788756484;0,0370426245672053;0,041568128;0,0370426245672053
"41";2006-12-31;"BO";0,121650913792156;0,139547796373165;0,020599143;0,014967793;-0,003162817;0;0,011926453;0,004827298;0,019853699;-0,009639669;0,004654278;1;0,0981168990647303;0,13625581357211;0,26119871016532;0,159462394934374;0,128042898;0,159462394934374
"42";2007-03-31;"BO";0,327678504351684;0,0497951223419566;0,018730362;-0,00161224;0,006162417;0;0,010304766;-0,004533882;0,009244078;0,005607022;0,004585839;1;0,0385669252510365;0,0493816600992954;0,377473626693641;0,0517741191436647;0,050462287;0,0517741191436647
"43";2007-06-30;"BO";0,0231509732529804;0,121955369389351;-0,007362484;-0,006912;-0,00111199;0;-0,001458008;-0,022271402;-0,000446875;0,010022268;0,004110399;1;0,0804122492159812;0,113336063958352;0,145106342642331;0,105671945634552;0,10512587;0,105671945634552
"44";2007-09-30;"BO";0;0,0555978538696879;0,047895923;-0,013427801;-0,033019744;0;-0,00594637;-0,007154319;0,014927164;-0,002312537;0,003383494;1;0,0377645714026973;0,0603847840472445;0,0555978538696879;0,0318385141638038;0,03686275;0,0318385141638038
"45";2007-12-31;"BO";0;-0,0270586897699086;-0,012612063;-0,010748362;-0,005821383;-0,001530066;-0,007235447;-0,004800948;0,025426196;0,017078196;0,002856811;1;-0,0127852300902754;-0,0177650030579686;-0,0270586897699086;0,0436358860565176;0,036199338;0,0436358860565176
"46";2008-03-31;"BO";-0,0304750428169786;-0,125481776158517;-0,009093345;0,006051298;0,001772227;0,00186179;0,012024973;0,00161135;-0,013703847;-0,011098139;0,002091042;1;-0,0812897698719124;-0,120638990692971;-0,155956818975495;-0,00535200427799942;-0,002248563;-0,003
"47";2008-06-30;"BO";-0,0396488111067808;-0,0361639874293553;-0,07940145;-0,029561242;-0,000504192;-0,002806685;-0,025738466;0,015330206;0,062480751;0,023133501;0,001669536;1;-0,010907866600439;-0,00960789057646621;-0,0758127985361361;-0,0175879178841151;-0,013610659;-0,0140421263791374
"48";2008-09-30;"BO";-0,0271944397719669;-0,212633269649968;-0,118507407;0,038461075;-0,021187692;0,005575666;0,024122758;0,057270003;-0,040968409;0,022308358;0,002812592;1;-0,145655151537695;-0,226263403839882;-0,239827709421935;-0,103759567786473;-0,087720725;-0,0895218718209562
"49";2008-12-31;"BO";-0,00218703470671992;-0,337316220823691;0,032598224;-0,005522485;0,034635665;-0,00134491;-0,000150956;-0,013032132;-0,020846998;-0,023364378;0,00090384;1;-0,2126297427587;-0,313524815924096;-0,339503255530411;-0,18851237597562;-0,122168216;-0,166480446927374
"50";2009-03-31;"BO";0;-0,179609348701071;0,076003165;0,008548629;0,010289826;0,00275799;0,012651652;-0,037984775;-0,027278186;-0,013444098;0,000547555;1;-0,117422461479373;-0,166585169771623;-0,179609348701071;-0,050181910619932;-0,075896545;-0,0455764075067023
"51";2009-06-30;"BO";-0,00563186940961499;0,358415378856028;-0,004089708;-0,013229645;0,01573959;0,001704477;-0,003157082;0,017435674;-0,00176319;0,008008307;0,000128146;1;0,211454040463284;0,301367795194843;0,352783509446413;0,0693046690921402;0,04576256;0,0252808988764044
"52";2009-09-30;"BO";0;0,296194040521901;0,040203741;-0,010594019;0,021280024;0,002899707;0,007759705;-0,002330335;-0,001333273;-0,006862267;0,000317432;1;0,176819023984194;0,253915617094782;0,296194040521901;0,0757201616241527;0,050757169;0,0616438356164384
"53";2009-12-31;"BO";0;0,0651300704518019;0,018279308;-0,015127783;0,030233444;0,002367954;0,000130881;-0,016959273;0,020647836;0,012006507;-2,31002e-05;1;0,0422203440857062;0,0608632855480154;0,0651300704518019;0,0720940961867067;0,076850518;0,0593548387096773
"54";2010-03-31;"BO";0;0,0438159065360989;0,062487382;0,002707966;0,017000194;0,000946248;-0,007706947;-0,028013902;0,009113516;-0,015263836;6,75028e-05;1;0,0339682878862098;0,047087637552155;0,0438159065360989;0,02727135101693;0,02386691;0,0365408038976858
"55";2010-06-30;"BO";0;-0,195739918412274;-0,033913665;-0,000691729;-0,01046643;0,003098323;0,019363654;0,039930671;-0,007282916;0,006495822;0,00017045;1;-0,124381330627819;-0,183873271512271;-0,195739918412274;0,0026765141879832;0,01835737;0,0164512338425382
"56";2010-09-30;"BO";-0,00875516598551978;0,211791236813577;0,093630296;-0,025156142;0,027912794;-0,000909254;-0,007345355;-0,035228011;0,005545622;-0,015928663;0,000137524;1;0,139508462655017;0,203371070496571;0,203036070828057;0,0731333297264045;0,044511141;0,0589595375722543
"57";2010-12-31;"BO";0;0,133378994586668;0,07385518;0,012493456;0,023187088;-0,003562417;-0,008600893;-0,02725217;-0,029851753;-0,029561085;0,000225274;1;0,0910860654364234;0,136944214351844;0,133378994586668;0,0934070627251846;0,081416916;0,0731441048034935
"58";2011-03-31;"BO";0;0,0623319597938475;-0,009402568;-0,011288895;0,025159343;0,001224663;0,0158224;0,013709766;0,018407781;0,007541304;0,000165768;1;0,0495915129701097;0,0684742163735316;0,0623319597938475;0,0524507283518232;0,050020125;0,0559511698880977
"59";2011-06-30;"BO";0,016739107689;0,00564366873366735;-0,015434437;-0,00052449;-0,006684413;-3,0208e-05;0,002753537;0,00582107;0,007409022;0,004588652;0,000104996;1;0,0071566444035147;0,00537703649054526;0,0223827764226674;0,052567060603776;0,047932024;0,0472061657032755
"60";2011-09-30;"BO";-0,00326488797250227;-0,252958415057647;-0,085973099;0,018573822;-0,033715024;0,008623233;0,023196036;0,053729118;0,052775046;0,041289747;0;1;-0,164987877008975;-0,243756668184142;-0,256223303030149;-0,0645846862522889;-0,032048066;-0,0542778288868445
"61";2011-12-31;"BO";0,000312350931747956;0,11046147983962;-0,000178135;0,022005283;-0,011875937;-0,005459826;0,018924312;0,022062181;0,018443582;0,009448947;2,70132e-05;1;0,077344948180933;0,108673019534539;0,110773830771368;0,0320747351471644;0,014582809;0,0233463035019455
"62";2012-03-31;"BO";0;0,184578613305165;0,013406786;-0,00625864;-0,003554121;-0,000105926;-0,007962168;0,002142806;0,020768377;0,009712323;0,000112038;1;0,117246483865861;0,184972632734156;0,184578613305165;0,0635398017303375;0,060253356;0,064638783269962
"63";2012-06-30;"BO";0;-0,0985366284959004;0,051453848;0,022277881;-0,015153361;-0,005332128;0,01611008;-0,008743881;-0,013335848;-0,017005848;7,03888e-05;1;-0,0482828372387762;-0,0795105576759725;-0,0985366284959004;-0,00655355544919611;0,008795255;0,00803571428571419
"64";2012-09-30;"BO";-0,00833890389739161;0,101852099888744;0,027920243;0,006594207;0,008687266;-0,003957099;-0,003291884;-0,010462669;-0,008080347;-0,006840255;9,38213e-05;1;0,0687119438111191;0,102149413788417;0,0935131959913523;0,0394336068488466;0,038548295;0,0372010628875111
"65";2012-12-31;"BO";-0,000149653398094407;0,0592217271874652;0,019344517;0,017326451;0,016885777;0,003431376;-0,003853613;-0,027377886;-0,024577125;-0,02796087;0,000143339;1;0,0266542159281598;0,0400849238181303;0,0590720737893708;0,0427396290716158;0,030223848;0,035866780529462
"66";2013-03-31;"BO";-0,000778572288487372;0,132814036655833;0,023939399;-0,005275653;0,011665966;0,004983678;0,004266903;0,027811797;0,021474593;0,00148483;0,000149939;1;0,0789895408241479;0,110577438984191;0,132035464367346;0,0326906841606409;0,032797105;0,0379225061830173
"67";2013-06-30;"BO";0;0,0152335363093471;-0,024241176;0,004316742;0,003822919;0,003162447;0,000456954;0,01972831;0,023647887;-0,002407766;4,68674e-05;1;0,00869415458916077;0,0132996145339263;0,0152335363093471;0,025863730268294;0,030023494;0,0309769658459094
"68";2013-09-30;"BO";-0,00829990657827644;0,127123815769167;0,050404562;-0,007846352;0,02263062;9,0414e-05;-0,001457181;-0,017019802;0,004913922;-0,020890619;7,60323e-05;1;0,0832027705829595;0,123763919549674;0,11882390919089;0,058903575983317;0,047733057;0,0508474576271187
"69";2013-12-31;"BO";-0,0161547109051882;0,121515870126687;0,02153434;-0,004567502;0,004430293;-0,001405414;-0,005044137;-0,016105332;0,009295265;4,7598e-05;0,00010166;1;0,0812657707756088;0,121462093876862;0,105361159221499;0,0754627117376869;0,060163994;0,068181818181818
"70";2014-03-31;"BO";-0,0401738281318438;0,0211617246189171;0,002015929;0,022053292;-0,007241794;0,000919531;0,00884346;0,009323309;-0,028570364;-0,001155636;7,24723e-05;1;0,0141517112054135;0,014574261841455;-0,0190121035129266;0,0311760029803239;0,046483559;0,0336307481125602
"71";2014-06-30;"BO";-0,00132274567744328;0,0781395994374102;0,018319474;0,002172585;0,022587869;-0,000462752;-0,00306751;-0,00136817;0,000381193;-0,009599093;4,15315e-05;1;0,0506893452967957;0,0756928297083039;0,076816853759967;0,0481629187391508;0,050232808;0,046480743691899
"72";2014-09-30;"BO";-0,00694796319101089;-0,0355679735532931;-0,02672941;-0,003155297;-0,033761587;-0,002449814;-0,003923114;0,003803522;0,018287017;0,016276464;4,81513e-05;1;-0,0203651049409377;-0,0253140700048528;-0,042515936744304;-0,00436038865997113;-0,00198322;-0,00317258883248724
"73";2014-12-31;"BO";0;0,0108420768175465;-0,015709945;0,000684551;0,022834254;0,000525429;-0,010180135;0,012312314;0,010150282;0,005286737;1,10429e-05;1;0,0112664162693661;0,017693743294636;0,0108420768175465;0,0222482132455113;0,03356648;0,0286441756842775
"74";2015-03-31;"BO";-0,000345648286594153;0,0338992918603733;-0,01500673;-0,011012666;0,017822289;0,003424243;-0,009870218;0,009761248;0,011280997;0,004090607;1,85484e-05;1;0,0247540817477087;0,0382687785044817;0,0335536435737791;0,0151889980904425;0,035101343;0,01980198019802
"75";2015-06-30;"BO";0;0,00058041630963021;-0,022845847;-0,009883165;0,014327803;-0,001557862;-0,011689157;0,001528171;-0,000907066;-0,005861424;6,93196e-05;1;0,0051507287238228;0,00899141052061043;0,00058041630963021;0,0549721703943702;0,055425542;0,0521844660194174
"76";2015-09-30;"BO";0;-0,128330649027063;-0,036432784;-0,001420149;-0,007002658;0,002768099;0,011528617;0,02448982;-0,000680885;0,024922022;0,000362896;1;-0,0829594529007317;-0,124498408946053;-0,128330649027063;-0,00998840458625205;0,005286773;-0,00346020761245662
"77";2015-12-31;"BO";0;0,0834622550951366;-0,017173495;-0,002680616;-0,007995467;0,000924394;0,003421068;0,025231334;0,012201268;0,003694804;0,000227328;1;0,0562624794223673;0,0833350367683257;0,0834622550951366;0,0267629526193396;0,022188806;0,0381944444444443
"78";2016-03-31;"BO";0;-0,0054988963815085;0,068592614;0,002320744;0,01876183;0,002489452;-4,63947e-05;-0,011358254;-0,024691075;-0,016832996;0,000518293;1;-0,000947745463817014;-0,0140709376290204;-0,0054988963815085;0,0150636092145986;0,018088895;0,0178372352285395
"79";2016-06-30;"BO";0;0,00852075155045073;-0,010725729;0,001279498;-0,012668486;-0,001238973;0,020735682;0,053627715;0,039170257;0,006347658;0,000545158;1;0,0130506094260403;0,0151541779397886;0,00852075155045073;0,0259732131016495;0,046829216;0,027382256297919
"80";2016-09-30;"BO";0;0,0839211776007937;0,005763319;-0,004413043;0,010145951;-0,002052922;0,001979162;-0,003863562;0,002077635;-0,001213667;0,000412547;1;0,0507887465787962;0,0744457942510738;0,0839211776007937;0,0407470586951237;0,040777198;0,0453091684434968
"81";2016-12-31;"BO";0,00192628419201386;0,0253514685150335;0,024291928;0,021969688;-0,001743274;-0,001473936;0,005168042;-0,00149573;-0,005804846;-0,004426849;0,000389783;1;0,0205099855164357;0,0261822363737981;0,0272777527070474;0,0269796739087809;0,0124722;0,044365119836818
"82";2017-03-31;"BO";0,0152933151274183;0,0958894744607997;0,011368299;-0,01076097;-0,003760276;0,000177247;0,004293186;-0,006584316;0,00938178;0,003107129;0,000167398;1;0,0663868225736561;0,102239296904133;0,111182789588218;0,0438496987434269;0,043873063;0,046875
"83";2017-06-30;"BO";0;0,065727127304701;0,004228085;0,019287308;0,012530673;2,39878e-05;-0,005582424;-0,00959491;-0,004737734;-0,017612389;0,000793784;1;0,0441252871938074;0,0677014191676592;0,065727127304701;0,06054499333363;0,058424411;0,0634328358208954
"84";2017-09-30;"BO";0;0,0795936313522075;0,022837889;0,014879183;0,017866058;0,001753755;0,00332513;-0,020386574;0,003140934;-0,005985949;0,0008394;1;0,0524103770187761;0,0764758841991172;0,0795936313522075;0,0487997396554283;0,046901659;0,0442982456140351
"85";2017-12-31;"BO";0;0,0840996764418426;0,013836156;0,001690901;0,001875309;-0,001510368;-0,004467101;-0,011706125;-0,011173729;-0,003168974;0,00093871;1;0,0587291946470205;0,0888620603351665;0,0840996764418426;0,0582061224505932;0,041657756;0,0453590928181437
"86";2018-03-31;"BO";0,00131230165850964;-0,0142663788354585;-0,021149283;-0,000191685;0,02472995;0,007178344;0,004946634;0,020997108;-0,011794905;0,004023033;0,00139879;1;-0,00819683307216286;-0,0105312312610748;-0,0129540771769488;0,0272969796346569;0,034346759;0,0325431900361591
"87";2018-06-30;"BO";0,0337863466658899;0,0240360796690189;-0,00011405;-0,001507115;-0,002131562;0,000740744;0,003501435;0,007319027;-0,000947949;0,003051678;0,001629056;1;0,0238836802605785;0,0351952675707993;0,0578224263349087;0,0425031767735977;0,037026951;0,0334630350194554
"88";2018-09-30;"BO";0;0,0811767142092912;0,005986917;0,007900553;-0,021650782;-0,000956948;0,004498809;0,006644584;0,005408422;-0,002977411;0,001430234;1;0,055997738529656;0,0832045960864057;0,0811767142092912;0,0321656413945761;0,033714387;0,0308734939759036
"89";2018-12-31;"BO";0;-0,18431361029173;-0,075659696;-0,002655266;-0,017594424;0,002694705;0,009472381;0,0206318;0,000357247;0,00191747;0,002021705;1;-0,127807613230311;-0,192448317383093;-0,18431361029173;-0,0116231461507029;-0,006746689;-0,00547845142439725
"90";2019-03-31;"BO";0;0,199225953931998;0,01381392;-0,020821857;-0,02079627;-0,001250418;0,000320241;0,007860618;0,013614239;0,019288266;0,002223366;1;0,133151213859699;0,197148632251157;0,199225953931998;0,0501073132086765;0,045842103;0,0330517811237605
"91";2019-06-30;"BO";0;0,0702484947796983;0,06631597;-0,004881946;-0,008508542;-0,002993596;-0,001511615;-0,018088215;-0,009340273;-0,001690046;0,002332984;1;0,0488851253243968;0,0716924507123907;0,0702484947796983;0,0435422320355903;0,03072898;0,0412371134020617
"92";2019-09-30;"BO";0,00488369510030476;0,0245936011330238;0,021757177;0,034583354;5,2035e-05;0,001575342;0,013125155;-0,011098067;-0,028139163;-0,005847125;0,00163587;1;0,012199778141487;0,0137326316942497;0,0294772962333286;0,0125533402931779;0,032956798;0,0266302492318197
"93";2019-12-31;"BO";0;0,145663649476814;0,030341114;0,001427355;0,001655115;-0,0006971;0,000718368;-0,013884993;-0,013392779;0,000553555;0,00143713;1;0,0918353811596636;0,135410463380309;0,145663649476814;0,0573427301325329;0,049090607;0,0445626870635186
"94";2020-03-31;"BO";0;-0,290625811655126;-0,131686466;-0,067500875;-0,082024199;0,005066987;0,017907385;0,0332918;0,034694731;0,048160296;0,003069109;1;-0,203857652840707;-0,278045254071636;-0,290625811655126;-0,0940474234241795;-0,084382021;-0,0891435848455905
"95";2020-06-30;"BO";0;0,314734519743132;0,026875483;-0,037490929;-0,002001201;-0,00322193;-0,019723842;-0,029160579;0,016958121;-0,01090892;0,000152983;1;0,195768142524092;0,312874273906587;0,314734519743132;0,103091543724813;0,092237969;0,0975183502271933
"96";2020-09-30;"BO";0;0,119643790845157;-0,034109938;0,00620643;0,018275399;0,003661948;0,009456937;0,018267332;0,006560181;0,014038231;0,000103881;1;0,0808974381344237;0,131930610772253;0,119643790845157;0,117358673212939;0,125770721;0,11624203821656
"97";2020-12-31;"BO";0;0,209371949159969;0,042749673;-0,013564584;0,029883661;-0,002739617;-0,01002017;-0,02163152;-0,003953661;-0,011712759;8,88954e-05;1;0,141036810868668;0,200764845714358;0,209371949159969;0,148311764332263;0,068593096;0,120114122681883
"98";2021-03-31;"BO";0;0,084862712914457;0,033849421;0,048985504;-0,012844544;0,004773949;0,029180639;0,016490087;-0,025036669;0,012414408;7,9318e-05;1;0,0506942472236518;0,059580845043377;0,084862712914457;0,0845016878620048;0,150777353;0,0894039735099338
"99";2021-06-30;"BO";0,0167981607484108;0,12825672592628;0,015233061;-0,058623926;-0,013281352;-0,000131518;-0,023324549;-0,004802713;0,004296133;0,029304942;-3,3633e-05;1;0,0788954268895365;0,127704580531262;0,145054886674691;0,127305050220408;0,140538863;0,123451017068038
"100";2021-09-30;"BO";0;0,010002727889421;-0,041081744;0,022734176;0,012232592;-0,001762941;0,000331096;-0,00371372;0,008185263;-0,018712399;3,9859e-05;1;0,001062932889184;0,00565080781912038;0,010002727889421;0,0501767554271368;0,052918956;0,0318418314255984
"101";2021-12-31;"BO";0;0,144991107176253;0,043040039;0,044967863;-0,006901992;0,002337731;0,033738789;0,015578577;-0,030827511;-0,007182202;2,65708e-05;1;0,0786735446109587;0,120465472097256;0,144991107176253;0,0532183964425526;0,066685709;0,080677692617991
"102";2022-03-31;"BO";-0,0493370185966488;-0,100986336910627;0,028066229;-0,008752558;-0,019483252;0,00178903;-0,003885665;0,018588609;0,019767448;0,008545624;-2,5746e-05;1;-0,050706026241811;-0,0867137798683676;-0,150323355507276;-0,0126878314649684;0,010640052;-0,0115714818962298
